age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
82,retired,married,primary,no,8603,no,no,cellular,7,jul,429,1,-1,0,unknown,yes
63,retired,married,secondary,no,18016,no,no,cellular,7,jul,371,1,-1,0,unknown,yes
32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,unknown,yes
31,management,married,tertiary,no,1032,no,no,cellular,7,jul,284,1,-1,0,unknown,yes
37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success,yes
40,technician,single,tertiary,no,431,no,no,cellular,7,jul,180,2,-1,0,unknown,yes
66,retired,married,secondary,no,203,no,no,cellular,7,jul,376,1,-1,0,unknown,yes
37,management,married,tertiary,no,3737,no,no,cellular,7,jul,224,1,-1,0,unknown,yes
38,unemployed,married,primary,no,7005,yes,no,cellular,7,jul,370,1,412,1,failure,yes
27,student,single,secondary,no,111,no,no,cellular,7,jul,495,2,-1,0,unknown,yes
58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes
49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,-1,0,unknown,yes
31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,62,1,failure,yes
31,management,single,tertiary,no,307,no,no,cellular,8,jul,361,1,229,2,failure,yes
38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,385,1,failure,yes
79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
71,retired,married,tertiary,no,4388,no,no,cellular,8,jul,896,2,-1,0,unknown,yes
52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,yes
55,management,married,unknown,no,3122,no,no,cellular,8,jul,349,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,922,yes,no,telephone,8,jul,576,1,-1,0,unknown,yes
28,management,single,tertiary,no,3796,no,no,cellular,8,jul,315,2,-1,0,unknown,yes
22,student,single,secondary,no,185,no,no,cellular,8,jul,153,1,-1,0,unknown,yes
49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,yes
20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,-1,0,unknown,yes
19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,-1,0,unknown,yes
73,management,married,tertiary,no,1609,no,no,cellular,14,jul,169,2,-1,0,unknown,yes
27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other,yes
59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,125,2,-1,0,unknown,yes
25,student,single,tertiary,no,58,no,no,cellular,24,jul,139,5,-1,0,unknown,yes
44,entrepreneur,single,unknown,no,323,no,no,cellular,28,jul,332,2,181,2,failure,yes
28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,unknown,yes
25,management,single,tertiary,no,219,no,no,cellular,4,aug,576,1,96,1,success,yes
28,management,married,tertiary,no,1240,no,no,cellular,4,aug,849,1,-1,0,unknown,yes
52,admin.,married,secondary,no,1228,yes,yes,cellular,4,aug,218,1,-1,0,unknown,yes
57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,-1,0,unknown,yes
49,management,divorced,tertiary,no,914,no,no,cellular,4,aug,185,1,-1,0,unknown,yes
33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,-1,0,unknown,yes
47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,1,96,6,success,yes
68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success,yes
46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success,yes
29,technician,single,secondary,no,382,no,no,cellular,5,aug,409,4,-1,0,unknown,yes
55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,2,63,2,success,yes
30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,2,93,4,success,yes
49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,yes
48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes
21,student,single,secondary,no,216,no,no,cellular,5,aug,414,1,-1,0,unknown,yes
45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,-1,0,unknown,yes
43,management,married,tertiary,no,1791,no,no,cellular,5,aug,254,1,-1,0,unknown,yes
47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success,yes
27,management,single,tertiary,no,6791,no,no,cellular,5,aug,179,2,69,26,other,yes
20,student,married,unknown,no,292,no,no,cellular,5,aug,385,2,93,1,failure,yes
37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,1,97,2,success,yes
61,management,married,tertiary,no,175,no,no,telephone,5,aug,270,2,-1,0,unknown,yes
57,services,single,secondary,no,0,no,no,cellular,6,aug,355,1,-1,0,unknown,yes
40,management,married,tertiary,no,0,no,no,cellular,6,aug,131,2,98,6,success,yes
53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,1452,1,98,2,failure,yes
65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown,yes
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,yes
66,retired,married,tertiary,no,3,no,no,cellular,6,aug,550,1,-1,0,unknown,yes
67,management,married,tertiary,no,405,no,no,cellular,7,aug,345,2,-1,0,unknown,yes
57,retired,married,secondary,no,168,no,no,cellular,7,aug,342,1,-1,0,unknown,yes
38,admin.,married,tertiary,no,4297,no,no,cellular,7,aug,206,2,-1,0,unknown,yes
56,management,divorced,tertiary,no,10532,no,no,cellular,7,aug,324,1,-1,0,unknown,yes
46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,79,1,394,2,failure,yes
69,technician,married,secondary,no,9064,no,no,cellular,7,aug,714,1,-1,0,unknown,yes
32,services,single,secondary,no,6983,no,no,cellular,7,aug,255,1,-1,0,unknown,yes
72,retired,married,tertiary,no,2,no,no,cellular,7,aug,147,2,-1,0,unknown,yes
41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,1,95,2,failure,yes
72,retired,married,primary,no,1612,no,no,cellular,7,aug,530,2,-1,0,unknown,yes
33,unemployed,married,secondary,no,1211,no,no,cellular,7,aug,456,1,-1,0,unknown,yes
37,admin.,married,secondary,no,96,no,no,cellular,7,aug,155,1,99,2,success,yes
34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,1,99,2,success,yes
44,admin.,single,secondary,no,1534,no,no,cellular,7,aug,166,1,99,2,other,yes
42,services,single,secondary,no,3403,yes,no,cellular,7,aug,215,1,99,1,failure,yes
58,unemployed,married,secondary,no,687,yes,no,cellular,7,aug,221,1,99,2,success,yes
34,technician,married,tertiary,no,7050,no,no,cellular,7,aug,130,1,-1,0,unknown,yes
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes
71,retired,married,primary,no,2600,no,no,cellular,7,aug,212,1,-1,0,unknown,yes
23,student,single,secondary,no,0,no,no,cellular,7,aug,217,1,99,7,success,yes
60,management,single,tertiary,no,1034,yes,no,cellular,7,aug,231,3,-1,0,unknown,yes
18,student,single,unknown,no,108,no,no,cellular,10,aug,167,1,-1,0,unknown,yes
54,technician,married,secondary,no,10185,no,no,cellular,10,aug,559,1,70,2,other,yes
59,retired,divorced,tertiary,no,3444,no,no,cellular,10,aug,252,1,185,2,success,yes
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,235,1,102,2,failure,yes
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,-1,0,unknown,yes
31,management,married,tertiary,no,10884,no,no,cellular,10,aug,294,3,98,2,success,yes
42,blue-collar,married,primary,no,201,yes,no,cellular,11,aug,265,1,103,3,success,yes
42,unemployed,married,unknown,no,190,no,no,cellular,11,aug,704,2,-1,0,unknown,yes
42,services,single,tertiary,no,94,yes,no,cellular,11,aug,176,2,90,4,failure,yes
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,651,1,-1,0,unknown,yes
57,technician,married,secondary,no,589,yes,no,cellular,11,aug,167,1,190,5,failure,yes
60,retired,married,secondary,no,1853,no,no,cellular,11,aug,408,1,-1,0,unknown,yes
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,aug,254,1,-1,0,unknown,yes
48,unemployed,divorced,secondary,no,201,no,no,cellular,11,aug,140,1,-1,0,unknown,yes
30,management,single,tertiary,no,533,no,no,cellular,11,aug,229,2,99,4,success,yes
39,management,single,tertiary,no,3840,yes,no,cellular,11,aug,315,2,-1,0,unknown,yes
42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,failure,yes
26,admin.,single,secondary,no,96,no,no,cellular,11,aug,349,1,70,3,failure,yes
46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,1244,1,-1,0,unknown,yes
40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success,yes
39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,2,116,2,failure,yes
58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,206,1,461,1,failure,yes
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,aug,589,2,-1,0,unknown,yes
31,services,single,secondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,yes
21,student,single,secondary,no,123,no,no,telephone,12,aug,449,1,-1,0,unknown,yes
35,self-employed,single,tertiary,no,353,no,no,cellular,12,aug,582,1,-1,0,unknown,yes
50,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,1336,2,-1,0,unknown,yes
36,management,single,tertiary,no,3850,yes,no,cellular,12,aug,239,2,100,4,failure,yes
75,retired,married,primary,no,2970,no,no,cellular,12,aug,641,1,-1,0,unknown,yes
20,student,single,primary,no,6991,no,no,cellular,12,aug,178,2,-1,0,unknown,yes
57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,yes
41,management,married,tertiary,no,27696,no,no,cellular,12,aug,147,2,104,1,failure,yes
59,technician,married,secondary,no,116,no,no,cellular,12,aug,398,4,422,3,failure,yes
36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes
18,student,single,primary,no,608,no,no,cellular,12,aug,267,1,-1,0,unknown,yes
34,management,single,tertiary,no,48,yes,no,cellular,12,aug,810,3,93,6,failure,yes
55,management,married,primary,no,113,no,no,cellular,12,aug,306,1,457,3,failure,yes
33,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,338,2,104,1,success,yes
43,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success,yes
34,services,married,secondary,no,1337,no,no,cellular,12,aug,255,2,104,1,success,yes
35,services,married,unknown,no,618,no,no,cellular,12,aug,293,1,104,1,success,yes
43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,-1,0,unknown,yes
74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,yes
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown,yes
38,blue-collar,married,secondary,no,1165,yes,no,cellular,13,aug,784,3,94,10,failure,yes
32,management,single,tertiary,no,2465,no,no,cellular,13,aug,414,1,-1,0,unknown,yes
29,admin.,single,tertiary,no,41,yes,no,cellular,13,aug,148,2,-1,0,unknown,yes
31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,2,105,1,success,yes
50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,yes
44,technician,divorced,secondary,no,14,no,no,cellular,13,aug,234,1,-1,0,unknown,yes
23,student,single,secondary,no,431,no,no,cellular,13,aug,496,2,-1,0,unknown,yes
56,management,married,tertiary,no,616,no,no,cellular,13,aug,293,2,105,2,success,yes
76,retired,married,primary,no,3324,no,no,cellular,13,aug,227,2,192,1,failure,yes
28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,yes
34,management,single,tertiary,no,13014,no,no,cellular,13,aug,738,1,-1,0,unknown,yes
56,retired,married,primary,no,9367,no,no,cellular,13,aug,320,2,101,2,success,yes
45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,462,1,success,yes
36,technician,single,secondary,no,376,no,no,cellular,13,aug,479,1,-1,0,unknown,yes
57,retired,single,tertiary,no,842,no,no,cellular,13,aug,284,3,-1,0,unknown,yes
49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown,yes
49,management,married,tertiary,no,1,no,no,telephone,13,aug,640,2,101,4,success,yes
37,management,married,tertiary,no,1276,no,no,cellular,14,aug,156,2,-1,0,unknown,yes
46,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,225,1,-1,0,unknown,yes
26,admin.,single,secondary,no,255,no,no,cellular,14,aug,209,2,106,2,success,yes
47,unemployed,married,secondary,no,926,no,no,cellular,14,aug,436,1,403,5,success,yes
36,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,-1,0,unknown,yes
37,student,single,unknown,no,444,no,no,cellular,14,aug,137,1,102,5,success,yes
62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125,1,-1,0,unknown,yes
45,management,married,tertiary,no,2671,no,no,cellular,14,aug,94,4,-1,0,unknown,yes
63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,unknown,yes
25,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,-1,0,unknown,yes
60,retired,married,unknown,no,209,no,no,cellular,14,aug,391,3,106,1,failure,yes
44,management,married,tertiary,no,226,yes,no,cellular,14,aug,190,3,270,3,failure,yes
33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498,2,191,1,failure,yes
39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,267,1,other,yes
46,blue-collar,married,unknown,no,336,yes,no,cellular,14,aug,260,3,457,1,other,yes
42,admin.,married,primary,no,-306,yes,no,cellular,17,aug,308,1,459,1,success,yes
56,management,married,unknown,no,4623,no,no,cellular,17,aug,348,1,-1,0,unknown,yes
82,retired,married,secondary,no,276,no,no,telephone,17,aug,199,1,-1,0,unknown,yes
77,retired,married,tertiary,no,0,no,no,cellular,17,aug,286,1,-1,0,unknown,yes
36,services,single,tertiary,no,1189,no,no,cellular,17,aug,220,1,-1,0,unknown,yes
35,management,single,tertiary,no,431,no,no,cellular,17,aug,343,2,397,1,failure,yes
50,technician,married,secondary,no,2218,yes,no,cellular,17,aug,711,1,-1,0,unknown,yes
62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,1,196,1,success,yes
26,management,single,tertiary,no,828,yes,no,cellular,17,aug,156,1,199,1,failure,yes
55,management,married,tertiary,no,12972,no,no,telephone,18,aug,205,1,-1,0,unknown,yes
22,student,single,secondary,no,948,no,no,telephone,18,aug,215,1,197,2,failure,yes
30,student,single,secondary,no,48,no,no,cellular,18,aug,161,1,173,1,failure,yes
34,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,148,1,84,2,failure,yes
31,management,married,tertiary,no,537,yes,no,cellular,18,aug,216,1,-1,0,unknown,yes
55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,yes
49,technician,single,secondary,no,9131,yes,no,cellular,18,aug,532,1,461,5,failure,yes
67,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,441,1,-1,0,unknown,yes
43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes
25,technician,single,tertiary,no,3411,no,no,cellular,19,aug,225,2,-1,0,unknown,yes
59,retired,divorced,secondary,no,1,no,no,cellular,19,aug,335,1,-1,0,unknown,yes
44,admin.,married,secondary,no,10905,no,no,cellular,19,aug,240,2,271,1,other,yes
42,management,married,tertiary,no,976,no,no,cellular,19,aug,164,1,-1,0,unknown,yes
29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
32,management,married,tertiary,no,1270,no,no,cellular,19,aug,232,3,-1,0,unknown,yes
30,management,single,tertiary,no,5359,no,no,cellular,19,aug,145,1,84,2,success,yes
38,technician,married,secondary,no,10596,no,no,cellular,19,aug,195,1,197,4,other,yes
22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,yes
25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,-1,0,unknown,yes
34,self-employed,single,tertiary,no,9962,no,no,cellular,20,aug,474,1,-1,0,unknown,yes
27,technician,single,tertiary,no,11862,no,no,cellular,20,aug,217,1,87,6,failure,yes
35,management,single,tertiary,no,1756,no,no,cellular,20,aug,195,1,-1,0,unknown,yes
45,housemaid,married,secondary,no,4068,no,no,cellular,20,aug,184,1,-1,0,unknown,yes
42,management,married,primary,no,5310,yes,no,cellular,20,aug,273,1,90,3,success,yes
20,student,single,secondary,no,215,no,no,cellular,21,aug,228,4,183,1,other,yes
60,admin.,married,secondary,no,106,no,no,cellular,21,aug,216,3,91,1,success,yes
47,management,married,tertiary,no,0,no,yes,cellular,21,aug,374,1,-1,0,unknown,yes
25,student,single,secondary,no,469,no,no,cellular,21,aug,273,1,86,1,other,yes
65,retired,married,secondary,no,2326,no,yes,cellular,21,aug,276,1,-1,0,unknown,yes
50,technician,married,secondary,no,3370,no,no,cellular,21,aug,531,2,80,2,success,yes
22,student,single,secondary,no,144,no,no,cellular,21,aug,116,1,-1,0,unknown,yes
43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,1,88,4,success,yes
53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,yes
71,retired,divorced,secondary,no,5584,no,no,cellular,21,aug,534,3,-1,0,unknown,yes
28,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,744,1,109,3,success,yes
59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,438,1,184,3,success,yes
29,management,single,tertiary,no,265,no,no,cellular,24,aug,130,2,94,1,success,yes
51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,2,88,4,other,yes
48,housemaid,married,tertiary,no,5473,no,no,cellular,24,aug,232,2,-1,0,unknown,yes
37,blue-collar,married,primary,no,106,yes,no,cellular,25,aug,511,1,392,13,failure,yes
37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,1,193,1,success,yes
64,retired,married,tertiary,no,380,no,no,cellular,25,aug,479,1,-1,0,unknown,yes
69,retired,married,secondary,no,0,no,no,cellular,25,aug,412,2,-1,0,unknown,yes
36,management,married,tertiary,no,255,no,no,cellular,25,aug,242,6,95,4,success,yes
43,services,married,secondary,no,2145,no,no,cellular,25,aug,291,2,95,4,success,yes
63,housemaid,married,primary,no,91,no,no,telephone,26,aug,128,3,-1,0,unknown,yes
70,retired,married,secondary,no,1853,no,no,telephone,26,aug,314,1,-1,0,unknown,yes
60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
86,retired,divorced,primary,no,0,no,no,telephone,26,aug,189,1,-1,0,unknown,yes
72,retired,married,secondary,no,1129,no,no,cellular,26,aug,186,1,-1,0,unknown,yes
60,retired,married,tertiary,no,108,no,no,cellular,26,aug,624,1,-1,0,unknown,yes
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes
57,management,divorced,unknown,no,854,no,no,cellular,27,aug,700,4,92,1,failure,yes
28,management,single,tertiary,no,223,yes,no,telephone,27,aug,157,2,119,1,other,yes
36,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,259,3,475,4,success,yes
66,retired,married,secondary,no,2048,no,no,cellular,27,aug,212,1,-1,0,unknown,yes
33,technician,single,tertiary,no,3689,no,no,cellular,27,aug,445,3,-1,0,unknown,yes
36,technician,single,secondary,no,539,yes,no,cellular,27,aug,398,2,477,1,failure,yes
29,technician,single,secondary,no,590,no,no,cellular,27,aug,81,1,94,1,success,yes
62,unemployed,married,secondary,no,780,no,no,cellular,28,aug,162,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
29,unemployed,single,tertiary,no,1311,no,no,cellular,28,aug,622,1,-1,0,unknown,yes
30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes
32,technician,married,tertiary,no,636,yes,no,cellular,28,aug,370,1,116,4,success,yes
39,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,261,1,-1,0,unknown,yes
55,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,155,2,93,8,failure,yes
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes
45,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,473,2,283,1,success,yes
55,management,married,unknown,no,1504,yes,no,cellular,31,aug,186,3,101,2,success,yes
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
49,management,single,tertiary,no,5689,no,no,cellular,31,aug,470,1,97,3,failure,yes
30,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,219,1,157,12,failure,yes
39,management,married,tertiary,no,119,yes,no,cellular,1,sep,265,2,476,4,success,yes
48,management,divorced,tertiary,no,17964,yes,no,cellular,1,sep,120,1,98,5,success,yes
36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,yes
27,admin.,married,secondary,no,1596,no,no,cellular,1,sep,82,1,-1,0,unknown,yes
51,management,married,tertiary,no,2635,no,no,cellular,1,sep,181,1,98,2,failure,yes
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,-1,0,unknown,yes
63,retired,married,secondary,no,4752,no,no,cellular,2,sep,233,2,-1,0,unknown,yes
34,services,single,secondary,no,528,yes,no,cellular,2,sep,121,3,100,5,other,yes
46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,94,1,success,yes
32,admin.,married,secondary,no,995,no,no,cellular,3,sep,331,1,99,2,other,yes
40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,1,93,1,success,yes
30,admin.,single,secondary,no,0,no,no,cellular,4,sep,316,3,-1,0,unknown,yes
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success,yes
57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,yes
59,admin.,single,secondary,no,4744,no,no,cellular,4,sep,879,1,-1,0,unknown,yes
26,technician,single,secondary,no,1231,yes,no,cellular,4,sep,230,1,93,7,success,yes
73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,-1,0,unknown,yes
30,admin.,single,secondary,no,2568,no,no,cellular,4,sep,563,1,100,4,other,yes
64,retired,married,tertiary,no,1644,no,no,telephone,7,sep,569,4,-1,0,unknown,yes
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,yes
55,admin.,married,secondary,no,602,no,no,cellular,7,sep,350,1,98,5,success,yes
63,retired,married,tertiary,no,1795,no,no,cellular,7,sep,219,1,-1,0,unknown,yes
52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,294,1,failure,yes
34,management,single,tertiary,no,268,no,no,cellular,7,sep,587,1,-1,0,unknown,yes
36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,1,94,3,success,yes
47,retired,single,primary,no,3033,no,no,cellular,8,sep,293,1,-1,0,unknown,yes
50,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,495,1,92,3,success,yes
70,retired,divorced,secondary,no,0,no,no,cellular,8,sep,206,1,-1,0,unknown,yes
18,student,single,unknown,no,108,no,no,cellular,8,sep,169,1,-1,0,unknown,yes
33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,yes
24,technician,single,secondary,no,726,no,no,cellular,8,sep,445,2,-1,0,unknown,yes
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,yes
26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
32,management,single,tertiary,no,2915,no,no,cellular,8,sep,519,1,131,2,failure,yes
25,student,single,unknown,no,480,no,no,cellular,8,sep,140,1,-1,0,unknown,yes
58,management,married,tertiary,no,1227,no,no,cellular,8,sep,400,2,95,1,success,yes
42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,161,no,yes,telephone,8,sep,298,3,-1,0,unknown,yes
76,retired,divorced,primary,no,802,no,no,cellular,9,sep,475,5,-1,0,unknown,yes
79,retired,married,secondary,no,723,no,no,telephone,9,sep,276,1,79,3,failure,yes
70,retired,married,primary,no,6538,no,no,cellular,9,sep,394,1,-1,0,unknown,yes
30,management,single,tertiary,no,147,no,no,cellular,9,sep,234,1,100,1,failure,yes
60,retired,married,secondary,no,0,no,no,cellular,9,sep,408,1,-1,0,unknown,yes
51,unemployed,married,secondary,no,1416,no,no,cellular,9,sep,345,1,-1,0,unknown,yes
71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,yes
31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
32,admin.,single,secondary,no,555,yes,no,cellular,9,sep,344,1,-1,0,unknown,yes
34,management,married,tertiary,no,158,no,no,cellular,9,sep,278,2,132,4,failure,yes
28,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259,2,98,4,success,yes
45,management,married,tertiary,no,786,no,no,cellular,10,sep,84,3,-1,0,unknown,yes
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,unknown,yes
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
56,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,212,1,-1,0,unknown,yes
42,technician,married,secondary,no,3082,no,no,cellular,11,sep,285,1,-1,0,unknown,yes
47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,yes
73,retired,married,unknown,no,739,no,no,cellular,11,sep,210,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,11,sep,108,2,129,2,failure,yes
73,retired,married,tertiary,no,1843,no,no,cellular,11,sep,106,2,-1,0,unknown,yes
28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,2,95,3,other,yes
46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other,yes
74,retired,married,primary,no,1765,no,no,telephone,11,sep,290,2,-1,0,unknown,yes
71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,335,4,-1,0,unknown,yes
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,185,2,-1,0,unknown,yes
73,retired,married,primary,no,934,no,no,cellular,14,sep,961,5,-1,0,unknown,yes
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
49,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,722,1,-1,0,unknown,yes
40,admin.,married,secondary,no,4775,no,no,cellular,15,sep,215,1,-1,0,unknown,yes
57,blue-collar,married,primary,no,3109,no,no,cellular,15,sep,107,2,105,2,success,yes
50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,yes
34,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,89,2,106,1,success,yes
56,services,married,secondary,no,654,no,no,cellular,15,sep,875,1,-1,0,unknown,yes
